word	frequency	category
manner	622	060-Health insurance  or  insurers
obtain	619	060-Health insurance  or  insurers
approval	617	060-Health insurance  or  insurers
end	617	060-Health insurance  or  insurers
proceed	616	060-Health insurance  or  insurers
assistant	615	060-Health insurance  or  insurers
insure	607	060-Health insurance  or  insurers
rat	607	060-Health insurance  or  insurers
house	604	060-Health insurance  or  insurers
complete	602	060-Health insurance  or  insurers
manage	601	060-Health insurance  or  insurers
appoint	599	060-Health insurance  or  insurers
five	593	060-Health insurance  or  insurers
violation	589	060-Health insurance  or  insurers
june	589	060-Health insurance  or  insurers
offense	588	060-Health insurance  or  insurers
research	586	060-Health insurance  or  insurers
disease	586	060-Health insurance  or  insurers
consider	585	060-Health insurance  or  insurers
personal	583	060-Health insurance  or  insurers
special	580	060-Health insurance  or  insurers
subparagraph	578	060-Health insurance  or  insurers
council	578	060-Health insurance  or  insurers
clinical	578	060-Health insurance  or  insurers
enter	576	060-Health insurance  or  insurers
premium	575	060-Health insurance  or  insurers
basis	571	060-Health insurance  or  insurers
name	571	060-Health insurance  or  insurers
deem	565	060-Health insurance  or  insurers
decision	563	060-Health insurance  or  insurers
united	561	060-Health insurance  or  insurers
institution	561	060-Health insurance  or  insurers
enact	560	060-Health insurance  or  insurers
student	560	060-Health insurance  or  insurers
per	559	060-Health insurance  or  insurers
adult	559	060-Health insurance  or  insurers
identify	556	060-Health insurance  or  insurers
illinois	554	060-Health insurance  or  insurers
forth	553	060-Health insurance  or  insurers
direct	552	060-Health insurance  or  insurers
assessment	551	060-Health insurance  or  insurers
disorder	551	060-Health insurance  or  insurers
legislature	550	060-Health insurance  or  insurers
work	550	060-Health insurance  or  insurers
increase	550	060-Health insurance  or  insurers
impose	549	060-Health insurance  or  insurers
train	547	060-Health insurance  or  insurers
resident	547	060-Health insurance  or  insurers
money	542	060-Health insurance  or  insurers
network	540	060-Health insurance  or  insurers
governor	540	060-Health insurance  or  insurers
extent	539	060-Health insurance  or  insurers
regard	539	060-Health insurance  or  insurers
hold	539	060-Health insurance  or  insurers
attorney	537	060-Health insurance  or  insurers
level	534	060-Health insurance  or  insurers
later	531	060-Health insurance  or  insurers
taxpayer	531	060-Health insurance  or  insurers
access	530	060-Health insurance  or  insurers
schedule	528	060-Health insurance  or  insurers
deposit	524	060-Health insurance  or  insurers
certification	524	060-Health insurance  or  insurers
performance	523	060-Health insurance  or  insurers
ensure	516	060-Health insurance  or  insurers
determination	514	060-Health insurance  or  insurers
current	513	060-Health insurance  or  insurers
physical	513	060-Health insurance  or  insurers
area	511	060-Health insurance  or  insurers
statutes	509	060-Health insurance  or  insurers
usc	508	060-Health insurance  or  insurers
amendment	506	060-Health insurance  or  insurers
operation	504	060-Health insurance  or  insurers
company	501	060-Health insurance  or  insurers
york	496	060-Health insurance  or  insurers
comply	494	060-Health insurance  or  insurers
share	494	060-Health insurance  or  insurers
teacher	492	060-Health insurance  or  insurers
also	491	060-Health insurance  or  insurers
repeal	489	060-Health insurance  or  insurers
pharmacy	487	060-Health insurance  or  insurers
become	485	060-Health insurance  or  insurers
reasonable	484	060-Health insurance  or  insurers
resource	484	060-Health insurance  or  insurers
tribunal	483	060-Health insurance  or  insurers
however	482	060-Health insurance  or  insurers
contain	482	060-Health insurance  or  insurers
registration	482	060-Health insurance  or  insurers
source	479	060-Health insurance  or  insurers
concern	479	060-Health insurance  or  insurers
offer	479	060-Health insurance  or  insurers
university	477	060-Health insurance  or  insurers
give	477	060-Health insurance  or  insurers
transportation	473	060-Health insurance  or  insurers
abuse	473	060-Health insurance  or  insurers
executive	473	060-Health insurance  or  insurers
jurisdiction	470	060-Health insurance  or  insurers
equal	468	060-Health insurance  or  insurers
expenditure	468	060-Health insurance  or  insurers
document	465	060-Health insurance  or  insurers
private	464	060-Health insurance  or  insurers
art	462	060-Health insurance  or  insurers
hereby	461	060-Health insurance  or  insurers
thedepartment	460	060-Health insurance  or  insurers
representative	459	060-Health insurance  or  insurers
amended	457	060-Health insurance  or  insurers
finance	454	060-Health insurance  or  insurers
eligibility	454	060-Health insurance  or  insurers
quality	453	060-Health insurance  or  insurers
cause	451	060-Health insurance  or  insurers
remain	450	060-Health insurance  or  insurers
senate	447	060-Health insurance  or  insurers
certain	447	060-Health insurance  or  insurers
statement	447	060-Health insurance  or  insurers
minimum	445	060-Health insurance  or  insurers
collect	444	060-Health insurance  or  insurers
therapy	442	060-Health insurance  or  insurers
vehicle	442	060-Health insurance  or  insurers
every	438	060-Health insurance  or  insurers
city	437	060-Health insurance  or  insurers
purchase	434	060-Health insurance  or  insurers
medication	433	060-Health insurance  or  insurers
four	432	060-Health insurance  or  insurers
receipt	432	060-Health insurance  or  insurers
risk	432	060-Health insurance  or  insurers
legislative	431	060-Health insurance  or  insurers
food	430	060-Health insurance  or  insurers
aid	429	060-Health insurance  or  insurers
employ	428	060-Health insurance  or  insurers
addition	426	060-Health insurance  or  insurers
consent	426	060-Health insurance  or  insurers
judge	423	060-Health insurance  or  insurers
educational	422	060-Health insurance  or  insurers
immediately	419	060-Health insurance  or  insurers
deliver	419	060-Health insurance  or  insurers
thissection	416	060-Health insurance  or  insurers
staff	416	060-Health insurance  or  insurers
eff	416	060-Health insurance  or  insurers
enforcement	413	060-Health insurance  or  insurers
address	412	060-Health insurance  or  insurers
exist	410	060-Health insurance  or  insurers
due	409	060-Health insurance  or  insurers
compliance	407	060-Health insurance  or  insurers
thereof	406	060-Health insurance  or  insurers
guardian	405	060-Health insurance  or  insurers
tothe	404	060-Health insurance  or  insurers
healthcare	404	060-Health insurance  or  insurers
licensee	404	060-Health insurance  or  insurers
limitation	403	060-Health insurance  or  insurers
behavior	403	060-Health insurance  or  insurers
copy	402	060-Health insurance  or  insurers
compensation	401	060-Health insurance  or  insurers
association	400	060-Health insurance  or  insurers
participation	398	060-Health insurance  or  insurers
salary	396	060-Health insurance  or  insurers
evaluation	394	060-Health insurance  or  insurers
consistent	393	060-Health insurance  or  insurers
statute	392	060-Health insurance  or  insurers
hour	389	060-Health insurance  or  insurers
commonwealth	389	060-Health insurance  or  insurers
dispense	388	060-Health insurance  or  insurers
life	386	060-Health insurance  or  insurers
foster	386	060-Health insurance  or  insurers
renewal	385	060-Health insurance  or  insurers
delivery	384	060-Health insurance  or  insurers
recommendation	383	060-Health insurance  or  insurers
employment	383	060-Health insurance  or  insurers
juvenile	382	060-Health insurance  or  insurers
represent	382	060-Health insurance  or  insurers
recipient	382	060-Health insurance  or  insurers
dentist	382	060-Health insurance  or  insurers
course	382	060-Health insurance  or  insurers
initial	381	060-Health insurance  or  insurers
waiver	381	060-Health insurance  or  insurers
civil	379	060-Health insurance  or  insurers
either	378	060-Health insurance  or  insurers
assist	377	060-Health insurance  or  insurers
legal	376	060-Health insurance  or  insurers
evidence	375	060-Health insurance  or  insurers
criterion	374	060-Health insurance  or  insurers
good	371	060-Health insurance  or  insurers
live	369	060-Health insurance  or  insurers
december	368	060-Health insurance  or  insurers
personnel	367	060-Health insurance  or  insurers
exchange	367	060-Health insurance  or  insurers
commence	367	060-Health insurance  or  insurers
north	366	060-Health insurance  or  insurers
enrollee	366	060-Health insurance  or  insurers
carolina	365	060-Health insurance  or  insurers
penalty	364	060-Health insurance  or  insurers
reduce	362	060-Health insurance  or  insurers
death	360	060-Health insurance  or  insurers
carrier	360	060-Health insurance  or  insurers
specific	359	060-Health insurance  or  insurers
renew	358	060-Health insurance  or  insurers
maximum	358	060-Health insurance  or  insurers
attend	358	060-Health insurance  or  insurers
ilcs	358	060-Health insurance  or  insurers
electronic	357	060-Health insurance  or  insurers
beneficiary	357	060-Health insurance  or  insurers
thereto	357	060-Health insurance  or  insurers
liability	355	060-Health insurance  or  insurers
seek	352	060-Health insurance  or  insurers
prohibit	352	060-Health insurance  or  insurers
refer	351	060-Health insurance  or  insurers
relation	350	060-Health insurance  or  insurers
type	349	060-Health insurance  or  insurers
medicare	349	060-Health insurance  or  insurers
allocate	348	060-Health insurance  or  insurers
medicine	347	060-Health insurance  or  insurers
national	345	060-Health insurance  or  insurers
internal	343	060-Health insurance  or  insurers
obligation	341	060-Health insurance  or  insurers
entitle	340	060-Health insurance  or  insurers
sale	340	060-Health insurance  or  insurers
follows	340	060-Health insurance  or  insurers
investment	339	060-Health insurance  or  insurers
behalf	339	060-Health insurance  or  insurers
notify	339	060-Health insurance  or  insurers
official	337	060-Health insurance  or  insurers
welfare	336	060-Health insurance  or  insurers
involve	336	060-Health insurance  or  insurers
subchapter	333	060-Health insurance  or  insurers
